[4.32454072551991e-11, 0.2268926054239273, 2.443460464477539, -0.9599311351776123, 3.3643399177663014e-09, -0.06981316953897476] 
[-1.8646172975422814e-05, 0.22692593932151794, 2.4434757232666016, -0.9599220752716064, 4.843562351197761e-07, -0.06981316953897476] 
[-1.3243894500192255e-05, 0.22698228061199188, 2.4434890747070312, -0.9599173069000244, 1.1964071973125101e-06, -0.06981316953897476] 
[-2.100702840834856e-05, 0.22700731456279755, 2.4435131549835205, -0.9599151015281677, -1.9079418507317314e-06, -0.06981316953897476] 
[-2.3682116079726256e-05, 0.22706373035907745, 2.4435250759124756, -0.9599078297615051, -3.3478302157163853e-06, -0.06981316953897476] 
[-2.235907049907837e-05, 0.2271350771188736, 2.443535327911377, -0.9599026441574097, -3.346590119690518e-06, -0.06981316953897476] 
[-2.0160976418992504e-05, 0.22718387842178345, 2.4435508251190186, -0.9598937630653381, -3.349996404722333e-06, -0.06981316953897476] 
[-2.243475682917051e-05, 0.2272295206785202, 2.4435696601867676, -0.9598814845085144, -5.4812721828056965e-06, -0.06981316953897476] 
[-2.6351382985012606e-05, 0.22727465629577637, 2.4435861110687256, -0.9598750472068787, -6.666467925242614e-06, -0.06981316953897476] 
[-3.258190554333851e-05, 0.22732044756412506, 2.4436047077178955, -0.9598692655563354, -7.856634510972071e-06, -0.06981316953897476] 
[-3.589355401345529e-05, 0.22738417983055115, 2.44362473487854, -0.959868311882019, -9.523358130536508e-06, -0.06981316953897476] 
[-4.063864253112115e-05, 0.22744111716747284, 2.443636655807495, -0.9598595499992371, -9.775961189006921e-06, -0.06981316953897476] 
[-4.616917431121692e-05, 0.22748829424381256, 2.4436497688293457, -0.9598513841629028, -1.1683880074997433e-05, -0.06981316953897476] 
[-4.56661255157087e-05, 0.22750526666641235, 2.4436707496643066, -0.9598454833030701, -1.4065129107621033e-05, -0.06981316953897476] 
[-4.3470688979141414e-05, 0.22754262387752533, 2.4436893463134766, -0.9598381519317627, -1.501725273556076e-05, -0.06981316953897476] 
